date,averageprice,totalvolume,totalbags,smallbags,largebags,xlargebags,type,region,price_category,year
2016-12-04,2.0,13905.77,12930.56,12893.14,37.42,0.0,organic,Boston,High price,2016
2016-12-04,1.88,3713.49,2596.52,2521.8,74.72,0.0,organic,BuffaloRochester,High price,2016
2016-12-04,1.89,116895.28,41506.2,38051.1,3455.1,0.0,organic,California,High price,2016
2016-12-04,1.99,5851.2,2939.35,2603.32,336.03,0.0,organic,Charlotte,High price,2016
2016-12-04,1.71,35156.8,3127.91,3127.91,0.0,0.0,organic,Chicago,High price,2016
2016-12-04,1.07,15658.75,9463.32,201.57,9261.75,0.0,organic,CincinnatiDayton,High price,2016
2016-12-04,1.36,5338.71,3213.68,3074.56,139.12,0.0,organic,Columbus,High price,2016
2016-12-04,1.25,21047.85,14763.52,14743.93,19.59,0.0,organic,DallasFtWorth,High price,2016
2016-12-04,0.85,45324.18,31164.49,713.02,30451.47,0.0,organic,Denver,Medium price,2016
2016-12-04,1.36,12252.47,6831.83,6310.2,521.63,0.0,organic,Detroit,High price,2016
2016-12-04,1.32,4005.73,710.0,710.0,0.0,0.0,organic,GrandRapids,High price,2016
2016-12-04,1.47,117193.02,52172.99,31957.97,20215.02,0.0,organic,GreatLakes,High price,2016
2016-12-04,2.01,5955.63,5483.68,5483.68,0.0,0.0,organic,HarrisburgScranton,High price,2016
2016-12-04,2.42,8036.44,4290.1,4290.1,0.0,0.0,organic,HartfordSpringfield,High price,2016
2016-12-04,1.0,23759.48,16246.35,16243.02,3.33,0.0,organic,Houston,Medium price,2016
2016-12-04,1.63,3346.65,1925.28,631.05,1294.23,0.0,organic,Indianapolis,High price,2016
2016-12-04,1.35,3690.99,3361.17,836.66,2524.51,0.0,organic,Jacksonville,High price,2016
2016-12-04,2.17,4786.42,1476.89,1360.79,116.1,0.0,organic,LasVegas,High price,2016
2016-12-04,1.52,68500.56,33491.1,30856.88,2634.22,0.0,organic,LosAngeles,High price,2016
2016-12-04,1.28,2391.74,1389.91,396.67,993.24,0.0,organic,Louisville,High price,2016
2016-12-04,1.52,4028.26,4010.0,4010.0,0.0,0.0,organic,Miami,High price,2016
2016-12-04,1.59,83334.43,47900.11,25168.71,22731.4,0.0,organic,Midsouth,High price,2016
2016-12-04,0.83,8502.78,5712.45,77.78,5634.67,0.0,organic,Nashville,Medium price,2016
2016-12-04,1.55,2945.91,2837.18,2061.25,775.93,0.0,organic,NewOrleans,High price,2016
2016-12-04,2.04,45383.62,11828.09,11823.1,4.99,0.0,organic,NewYork,High price,2016
2016-12-04,2.0,117562.6,68932.71,68362.84,569.87,0.0,organic,Northeast,High price,2016
2016-12-04,1.96,8741.54,8566.34,8566.34,0.0,0.0,organic,NorthernNewEngland,High price,2016
2016-12-04,1.46,5320.93,4749.96,2106.67,2643.29,0.0,organic,Orlando,High price,2016
2016-12-04,2.01,10385.65,4119.35,4119.35,0.0,0.0,organic,Philadelphia,High price,2016
2016-12-04,1.96,7009.95,1480.0,1469.13,10.87,0.0,organic,PhoenixTucson,High price,2016
2016-12-04,1.53,7908.69,7006.83,6547.63,459.2,0.0,organic,Pittsburgh,High price,2016
2016-12-04,1.7,43160.92,24349.49,14907.37,9442.12,0.0,organic,Plains,High price,2016
2016-12-04,1.46,26063.62,18161.92,232.94,17928.98,0.0,organic,Portland,High price,2016
2016-12-04,2.01,7632.36,4399.55,4028.71,370.84,0.0,organic,RaleighGreensboro,High price,2016
2016-12-04,1.3,7132.62,4433.69,1641.97,2791.72,0.0,organic,RichmondNorfolk,High price,2016
2016-12-04,1.16,7012.95,4516.49,836.89,3679.6,0.0,organic,Roanoke,High price,2016
2016-12-04,2.52,4384.51,462.37,462.37,0.0,0.0,organic,Sacramento,High price,2016
2016-12-04,2.06,9419.21,1408.32,540.0,868.32,0.0,organic,SanDiego,High price,2016
2016-12-04,2.67,17934.25,3229.94,3217.12,12.82,0.0,organic,SanFrancisco,High price,2016
2016-12-04,1.45,38898.52,28232.73,534.52,27698.21,0.0,organic,Seattle,High price,2016
2016-12-04,1.69,7030.03,4458.78,2942.11,1516.67,0.0,organic,SouthCarolina,High price,2016
2016-12-04,1.21,100639.79,71547.08,70185.18,1361.9,0.0,organic,SouthCentral,High price,2016
2016-12-04,1.44,51799.91,38852.4,15786.96,23065.44,0.0,organic,Southeast,High price,2016
2016-12-04,1.48,2645.69,1920.26,7.9,1912.36,0.0,organic,Spokane,High price,2016
2016-12-04,1.43,5860.55,3565.04,563.33,3001.71,0.0,organic,StLouis,High price,2016
2016-12-04,1.83,1687.32,1500.46,1471.39,29.07,0.0,organic,Syracuse,High price,2016
2016-12-04,1.45,4668.39,4311.57,2263.33,2048.24,0.0,organic,Tampa,High price,2016
2016-12-04,1.56,832767.55,481320.88,284858.65,196462.23,0.0,organic,TotalUS,High price,2016
2016-12-04,1.31,202181.56,136059.85,20438.49,115621.36,0.0,organic,West,High price,2016
2016-12-04,1.82,9895.04,6620.32,6533.87,86.45,0.0,organic,WestTexNewMexico,High price,2016
2016-12-11,1.9,1886.63,1687.65,1687.65,0.0,0.0,organic,Albany,High price,2016
2016-12-11,1.06,13253.78,9533.88,78.11,9455.77,0.0,organic,Atlanta,High price,2016
2016-12-11,1.97,16245.8,8828.05,8822.47,5.58,0.0,organic,BaltimoreWashington,High price,2016
2016-12-11,1.52,1864.49,1402.62,433.41,969.21,0.0,organic,Boise,High price,2016
2016-12-11,1.88,13714.62,12598.29,12593.46,4.83,0.0,organic,Boston,High price,2016
2016-12-11,1.81,3303.41,2762.51,2758.46,4.05,0.0,organic,BuffaloRochester,High price,2016
2016-12-11,1.64,128204.63,48304.37,37233.95,11070.42,0.0,organic,California,High price,2016
2016-12-11,1.68,7154.49,3911.14,3506.84,404.3,0.0,organic,Charlotte,High price,2016
2016-12-11,1.32,54112.89,3270.42,3270.42,0.0,0.0,organic,Chicago,High price,2016
2016-12-11,0.64,27489.35,22476.65,698.22,21778.43,0.0,organic,CincinnatiDayton,Medium price,2016
2016-12-11,1.02,8682.81,6820.39,2531.27,4289.12,0.0,organic,Columbus,High price,2016
2016-12-11,1.14,20619.42,15602.14,15556.54,45.6,0.0,organic,DallasFtWorth,High price,2016
2016-12-11,0.98,34903.11,19193.0,379.52,18813.48,0.0,organic,Denver,Medium price,2016
2016-12-11,0.89,16467.48,11617.99,1010.4,10607.59,0.0,organic,Detroit,Medium price,2016
2016-12-11,1.97,1212.71,328.21,160.0,168.21,0.0,organic,GrandRapids,High price,2016
2016-12-11,1.1,167640.67,86976.9,22634.41,64342.49,0.0,organic,GreatLakes,High price,2016
2016-12-11,1.91,6893.99,6552.86,6552.86,0.0,0.0,organic,HarrisburgScranton,High price,2016
2016-12-11,2.54,7514.4,4303.68,4299.87,3.81,0.0,organic,HartfordSpringfield,High price,2016
2016-12-11,1.02,22650.75,15859.15,15859.15,0.0,0.0,organic,Houston,High price,2016
2016-12-11,1.09,6248.59,4767.64,881.26,3886.38,0.0,organic,Indianapolis,High price,2016
2016-12-11,1.34,4102.26,3715.76,1173.33,2542.43,0.0,organic,Jacksonville,High price,2016
2016-12-11,1.76,6257.58,2617.12,2584.81,32.31,0.0,organic,LasVegas,High price,2016
2016-12-11,1.31,77692.93,39810.93,31526.04,8284.89,0.0,organic,LosAngeles,High price,2016
2016-12-11,1.16,1887.69,1177.62,363.34,814.28,0.0,organic,Louisville,High price,2016
2016-12-11,1.37,3471.8,3430.0,3430.0,0.0,0.0,organic,Miami,High price,2016
2016-12-11,1.46,86740.86,52318.12,30817.33,21500.79,0.0,organic,Midsouth,High price,2016
2016-12-11,1.02,5039.91,2755.52,73.89,2681.63,0.0,organic,Nashville,High price,2016
2016-12-11,1.51,2516.58,2405.78,1660.41,745.37,0.0,organic,NewOrleans,High price,2016
2016-12-11,2.22,32658.97,13526.34,13521.37,4.97,0.0,organic,NewYork,High price,2016
2016-12-11,2.01,106002.64,75681.59,75224.35,457.24,0.0,organic,Northeast,High price,2016
2016-12-11,1.85,10526.21,10347.69,10347.69,0.0,0.0,organic,NorthernNewEngland,High price,2016
2016-12-11,1.4,5860.1,5307.32,2820.0,2487.32,0.0,organic,Orlando,High price,2016
2016-12-11,2.04,8663.02,5214.03,5214.03,0.0,0.0,organic,Philadelphia,High price,2016
2016-12-11,1.83,8087.23,2966.94,2915.48,51.46,0.0,organic,PhoenixTucson,High price,2016
2016-12-11,1.52,7774.07,7000.71,6515.79,484.92,0.0,organic,Pittsburgh,High price,2016
2016-12-11,1.71,43540.93,23649.02,16668.21,6980.81,0.0,organic,Plains,High price,2016
2016-12-11,1.45,19755.49,13001.52,167.67,12833.85,0.0,organic,Portland,High price,2016
2016-12-11,1.63,7685.91,4085.43,3332.94,752.49,0.0,organic,RaleighGreensboro,High price,2016
2016-12-11,1.58,6376.59,3248.98,2668.42,580.56,0.0,organic,RichmondNorfolk,High price,2016
2016-12-11,1.39,6116.62,3497.01,1788.59,1708.42,0.0,organic,Roanoke,High price,2016
2016-12-11,2.46,3874.86,285.61,285.61,0.0,0.0,organic,Sacramento,High price,2016
2016-12-11,1.49,14513.56,3513.88,526.67,2987.21,0.0,organic,SanDiego,High price,2016
2016-12-11,2.67,16323.32,3026.07,3026.07,0.0,0.0,organic,SanFrancisco,High price,2016
2016-12-11,1.54,26530.99,17490.48,555.46,16935.02,0.0,organic,Seattle,High price,2016
2016-12-11,1.49,7688.78,5061.12,3096.76,1964.36,0.0,organic,SouthCarolina,High price,2016
2016-12-11,1.12,101938.87,76243.28,69391.18,6852.1,0.0,organic,SouthCentral,High price,2016
2016-12-11,1.29,59141.95,46603.52,17767.54,28835.98,0.0,organic,Southeast,High price,2016
2016-12-11,1.38,2137.62,1529.3,31.65,1497.65,0.0,organic,Spokane,High price,2016
2016-12-11,1.53,5358.18,3022.95,947.22,2075.73,0.0,organic,StLouis,High price,2016
2016-12-11,1.77,1584.0,1412.8,1391.97,20.83,0.0,organic,Syracuse,High price,2016
2016-12-11,1.37,5795.54,5461.73,3273.33,2188.4,0.0,organic,Tampa,High price,2016
2016-12-11,1.42,856795.63,509347.5,293760.79,215586.71,0.0,organic,TotalUS,High price,2016
2016-12-11,1.34,163585.07,99570.68,24023.81,75546.87,0.0,organic,West,High price,2016
2016-12-11,1.54,13227.83,8599.83,8510.92,88.91,0.0,organic,WestTexNewMexico,High price,2016
2016-12-18,1.86,1472.84,1163.43,1163.43,0.0,0.0,organic,Albany,High price,2016
2016-12-18,1.19,9420.9,5805.98,5.58,5800.4,0.0,organic,Atlanta,High price,2016
2016-12-18,1.86,14030.99,7754.22,7711.79,42.43,0.0,organic,BaltimoreWashington,High price,2016
2016-12-18,1.14,2610.64,2198.39,552.12,1646.27,0.0,organic,Boise,High price,2016
2016-12-18,2.0,11811.4,10713.88,10535.61,178.27,0.0,organic,Boston,High price,2016
2016-12-18,1.52,1859.14,1584.71,1574.58,10.13,0.0,organic,BuffaloRochester,High price,2016
2016-12-18,1.61,122728.42,43551.98,37872.37,5679.61,0.0,organic,California,High price,2016
2016-12-18,1.59,7485.47,4014.55,3515.38,499.17,0.0,organic,Charlotte,High price,2016
2016-12-18,1.34,40115.97,2923.33,2923.33,0.0,0.0,organic,Chicago,High price,2016
2016-12-18,0.82,17920.51,12773.28,346.06,12427.22,0.0,organic,CincinnatiDayton,Medium price,2016
2016-12-18,1.64,4249.07,1885.62,1254.08,631.54,0.0,organic,Columbus,High price,2016
2016-12-18,1.11,21071.85,15759.35,15746.18,13.17,0.0,organic,DallasFtWorth,High price,2016
2016-12-18,1.47,14088.99,2270.65,675.88,1594.77,0.0,organic,Denver,High price,2016
2016-12-18,1.5,8350.41,1781.55,611.42,1170.13,0.0,organic,Detroit,High price,2016
2016-12-18,2.11,1181.37,270.13,223.33,46.8,0.0,organic,GrandRapids,High price,2016
2016-12-18,1.31,112979.93,43624.58,18096.39,25528.19,0.0,organic,GreatLakes,High price,2016
2016-12-18,1.82,6655.29,6068.33,6034.87,33.46,0.0,organic,HarrisburgScranton,High price,2016
2016-12-18,2.36,8155.56,4011.52,3904.85,106.67,0.0,organic,HartfordSpringfield,High price,2016
2016-12-18,1.0,23369.48,15811.79,15811.79,0.0,0.0,organic,Houston,Medium price,2016
2016-12-18,1.45,3202.84,1925.3,704.82,1220.48,0.0,organic,Indianapolis,High price,2016
2016-12-18,1.27,2966.96,2649.52,596.67,2052.85,0.0,organic,Jacksonville,High price,2016
2016-12-18,1.42,7232.71,4099.95,4088.72,11.23,0.0,organic,LasVegas,High price,2016
2016-12-18,1.29,75362.42,36187.47,31983.42,4204.05,0.0,organic,LosAngeles,High price,2016
2016-12-18,1.23,2237.49,1306.31,433.33,872.98,0.0,organic,Louisville,High price,2016
2016-12-18,1.17,4166.56,4146.67,4146.67,0.0,0.0,organic,Miami,High price,2016
2016-12-18,1.46,77030.91,43159.79,28795.8,14363.99,0.0,organic,Midsouth,High price,2016
2016-12-18,1.05,4534.36,2247.7,27.22,2220.48,0.0,organic,Nashville,High price,2016
2016-12-18,1.43,2560.46,2483.34,1755.41,727.93,0.0,organic,NewOrleans,High price,2016
2016-12-18,1.99,51329.63,16641.09,16086.71,554.38,0.0,organic,NewYork,High price,2016
2016-12-18,1.94,113583.14,65199.89,63812.2,1387.69,0.0,organic,Northeast,High price,2016
2016-12-18,1.95,7450.03,7228.49,7228.49,0.0,0.0,organic,NorthernNewEngland,High price,2016
2016-12-18,1.26,5670.99,5162.69,3026.67,2136.02,0.0,organic,Orlando,High price,2016
2016-12-18,1.87,10810.89,4973.84,4794.78,179.06,0.0,organic,Philadelphia,High price,2016
2016-12-18,1.83,6977.44,2612.02,2609.34,2.68,0.0,organic,PhoenixTucson,High price,2016
2016-12-18,1.48,6429.27,5722.17,5309.07,413.1,0.0,organic,Pittsburgh,High price,2016
2016-12-18,1.6,41255.97,23201.59,16449.77,6751.82,0.0,organic,Plains,High price,2016
2016-12-18,0.99,35326.04,27292.09,1071.64,26220.45,0.0,organic,Portland,Medium price,2016
2016-12-18,1.6,6604.78,3542.09,3393.19,148.9,0.0,organic,RaleighGreensboro,High price,2016
2016-12-18,1.61,5227.98,2447.5,2381.39,66.11,0.0,organic,RichmondNorfolk,High price,2016
2016-12-18,1.5,4814.51,1917.78,1624.65,293.13,0.0,organic,Roanoke,High price,2016
2016-12-18,2.36,3768.98,214.66,214.66,0.0,0.0,organic,Sacramento,High price,2016
2016-12-18,1.63,12212.22,1982.31,403.33,1578.98,0.0,organic,SanDiego,High price,2016
2016-12-18,2.57,14537.83,2309.1,2309.1,0.0,0.0,organic,SanFrancisco,High price,2016
2016-12-18,1.08,46216.41,35057.15,443.67,34613.48,0.0,organic,Seattle,High price,2016
2016-12-18,1.5,7408.4,4759.11,3481.51,1277.6,0.0,organic,SouthCarolina,High price,2016
2016-12-18,1.1,100860.88,72576.61,67763.58,4813.03,0.0,organic,SouthCentral,High price,2016
2016-12-18,1.26,54712.86,42572.93,19398.71,23174.22,0.0,organic,Southeast,High price,2016
2016-12-18,1.03,3288.85,2509.27,15.83,2493.44,0.0,organic,Spokane,High price,2016
2016-12-18,1.35,5402.48,2834.32,730.0,2104.32,0.0,organic,StLouis,High price,2016
2016-12-18,1.63,1106.24,988.4,988.4,0.0,0.0,organic,Syracuse,High price,2016
2016-12-18,1.22,6281.56,5917.58,3796.67,2120.91,0.0,organic,Tampa,High price,2016
2016-12-18,1.43,797042.27,445856.14,279458.24,166397.9,0.0,organic,TotalUS,High price,2016
2016-12-18,1.23,173890.1,111968.71,27269.38,84699.33,0.0,organic,West,High price,2016
2016-12-18,1.34,11406.5,7857.31,7819.17,38.14,0.0,organic,WestTexNewMexico,High price,2016
2016-12-25,1.93,1714.92,1387.29,1387.29,0.0,0.0,organic,Albany,High price,2016
2016-12-25,1.76,5456.42,1579.56,0.0,1579.56,0.0,organic,Atlanta,High price,2016
2016-12-25,1.83,17061.38,10824.58,10821.11,3.47,0.0,organic,BaltimoreWashington,High price,2016
2016-12-25,0.77,6098.96,5485.07,862.73,4622.34,0.0,organic,Boise,Medium price,2016
2016-12-25,1.98,11553.3,10603.39,10593.78,9.61,0.0,organic,Boston,High price,2016
2016-12-25,1.51,1098.66,833.04,806.66,26.38,0.0,organic,BuffaloRochester,High price,2016
2016-12-25,1.53,132890.31,53861.85,43478.17,10383.68,0.0,organic,California,High price,2016
2016-12-25,1.62,6780.63,3785.68,3479.65,306.03,0.0,organic,Charlotte,High price,2016
2016-12-25,1.34,33412.35,3122.92,3122.92,0.0,0.0,organic,Chicago,High price,2016
2016-12-25,1.73,6592.44,1294.46,504.22,790.24,0.0,organic,CincinnatiDayton,High price,2016
2016-12-25,1.75,4561.12,1730.91,1588.03,142.88,0.0,organic,Columbus,High price,2016
2016-12-25,1.12,20099.08,14923.63,14829.22,94.41,0.0,organic,DallasFtWorth,High price,2016
2016-12-25,0.93,23425.81,17052.74,14897.14,2155.6,0.0,organic,Denver,Medium price,2016
2016-12-25,1.46,9541.46,1156.91,634.1,522.81,0.0,organic,Detroit,High price,2016
2016-12-25,2.04,1361.01,463.33,463.33,0.0,0.0,organic,GrandRapids,High price,2016
2016-12-25,1.48,95184.06,27927.19,22279.91,5647.28,0.0,organic,GreatLakes,High price,2016
2016-12-25,1.81,8656.11,8215.21,8215.21,0.0,0.0,organic,HarrisburgScranton,High price,2016
2016-12-25,2.41,8403.07,4772.74,4456.42,316.32,0.0,organic,HartfordSpringfield,High price,2016
2016-12-25,1.21,20826.21,9786.62,9783.29,3.33,0.0,organic,Houston,High price,2016
2016-12-25,1.62,2583.94,1416.7,1027.03,389.67,0.0,organic,Indianapolis,High price,2016
2016-12-25,1.27,3439.46,3087.84,1003.33,2084.51,0.0,organic,Jacksonville,High price,2016
2016-12-25,1.35,9519.43,5921.68,5810.1,111.58,0.0,organic,LasVegas,High price,2016
2016-12-25,1.17,81458.1,44434.83,37064.95,7369.88,0.0,organic,LosAngeles,High price,2016
2016-12-25,1.53,1619.79,692.9,406.67,286.23,0.0,organic,Louisville,High price,2016
2016-12-25,1.17,3329.28,3286.67,3286.67,0.0,0.0,organic,Miami,High price,2016
2016-12-25,1.68,72923.61,38303.38,35684.99,2618.39,0.0,organic,Midsouth,High price,2016
2016-12-25,1.5,3223.64,482.27,31.11,451.16,0.0,organic,Nashville,High price,2016
2016-12-25,1.41,3918.94,3813.25,3050.41,762.84,0.0,organic,NewOrleans,High price,2016
2016-12-25,2.17,37438.54,15172.16,14698.51,473.65,0.0,organic,NewYork,High price,2016
2016-12-25,2.0,109788.24,74342.77,73179.47,1163.3,0.0,organic,Northeast,High price,2016
2016-12-25,1.9,10968.74,10657.58,10657.58,0.0,0.0,organic,NorthernNewEngland,High price,2016
2016-12-25,1.27,5601.65,5088.64,2863.33,2225.31,0.0,organic,Orlando,High price,2016
2016-12-25,1.9,11376.97,7202.85,7053.99,148.86,0.0,organic,Philadelphia,High price,2016
2016-12-25,1.85,8657.87,3131.4,3116.68,14.72,0.0,organic,PhoenixTucson,High price,2016
2016-12-25,1.48,7784.0,7072.32,6823.42,248.9,0.0,organic,Pittsburgh,High price,2016
2016-12-25,1.55,43291.45,25862.89,19475.27,6387.62,0.0,organic,Plains,High price,2016
2016-12-25,0.68,72161.05,62218.96,638.89,61580.07,0.0,organic,Portland,Medium price,2016
2016-12-25,1.6,8198.42,4598.96,4526.08,72.88,0.0,organic,RaleighGreensboro,High price,2016
2016-12-25,1.66,5233.93,2309.03,2309.03,0.0,0.0,organic,RichmondNorfolk,High price,2016
2016-12-25,1.68,3911.18,1512.18,1475.63,36.55,0.0,organic,Roanoke,High price,2016
2016-12-25,2.41,4567.83,247.7,247.7,0.0,0.0,organic,Sacramento,High price,2016
2016-12-25,1.43,12022.95,3770.31,540.0,3230.31,0.0,organic,SanDiego,High price,2016
2016-12-25,2.56,16169.17,2234.76,2234.76,0.0,0.0,organic,SanFrancisco,High price,2016
2016-12-25,0.81,80324.51,64712.88,548.41,64164.47,0.0,organic,Seattle,Medium price,2016
2016-12-25,1.59,6491.55,3671.7,2797.68,874.02,0.0,organic,SouthCarolina,High price,2016
2016-12-25,1.21,94378.68,61519.06,59525.98,1993.08,0.0,organic,SouthCentral,High price,2016
2016-12-25,1.41,46895.78,34034.25,18333.61,15700.64,0.0,organic,Southeast,High price,2016
2016-12-25,0.89,5333.76,4227.72,23.76,4203.96,0.0,organic,Spokane,Medium price,2016
2016-12-25,1.36,4173.63,2333.84,1183.98,1149.86,0.0,organic,StLouis,High price,2016
2016-12-25,1.69,1016.97,756.66,756.66,0.0,0.0,organic,Syracuse,High price,2016
2016-12-25,1.21,6117.58,5838.02,3800.0,2038.02,0.0,organic,Tampa,High price,2016
2016-12-25,1.34,914035.42,566606.24,330909.02,235697.22,0.0,organic,TotalUS,High price,2016
2016-12-25,0.91,318683.18,250754.74,58951.54,191803.2,0.0,organic,West,Medium price,2016
2016-12-25,1.31,17382.2,12881.27,12843.07,38.2,0.0,organic,WestTexNewMexico,High price,2016
2017-01-01,1.87,1376.7,1112.42,1112.42,0.0,0.0,organic,Albany,High price,2017
2017-01-01,1.81,5342.85,1523.17,5.55,1517.62,0.0,organic,Atlanta,High price,2017
2017-01-01,1.92,13901.46,5857.48,5857.48,0.0,0.0,organic,BaltimoreWashington,High price,2017
2017-01-01,1.05,2823.82,2455.19,577.91,1877.28,0.0,organic,Boise,High price,2017
2017-01-01,2.06,13438.22,11241.89,10636.25,605.64,0.0,organic,Boston,High price,2017
2017-01-01,1.64,3425.49,3096.41,2585.1,511.31,0.0,organic,BuffaloRochester,High price,2017
2017-01-01,1.46,164137.04,67432.96,50963.98,16468.98,0.0,organic,California,High price,2017
2017-01-01,1.7,7225.07,3480.44,3126.49,353.95,0.0,organic,Charlotte,High price,2017
2017-01-01,1.34,36915.87,2802.63,2802.63,0.0,0.0,organic,Chicago,High price,2017
2017-01-01,1.23,10798.25,1888.34,293.33,1595.01,0.0,organic,CincinnatiDayton,High price,2017
2017-01-01,1.58,5948.66,2451.4,2273.79,177.61,0.0,organic,Columbus,High price,2017
2017-01-01,1.06,15669.84,11247.06,11137.36,109.7,0.0,organic,DallasFtWorth,High price,2017
2017-01-01,0.91,21449.37,16564.48,3485.79,13078.69,0.0,organic,Denver,Medium price,2017
2017-01-01,1.77,7545.82,386.98,280.0,106.98,0.0,organic,Detroit,High price,2017
2017-01-01,1.79,1095.77,273.33,263.33,10.0,0.0,organic,GrandRapids,High price,2017
2017-01-01,1.44,104153.91,30248.76,23593.03,6655.73,0.0,organic,GreatLakes,High price,2017
2017-01-01,1.93,5456.54,5004.63,5004.63,0.0,0.0,organic,HarrisburgScranton,High price,2017
2017-01-01,2.44,11977.13,4115.36,3947.64,167.72,0.0,organic,HartfordSpringfield,High price,2017
2017-01-01,1.4,10109.46,2499.86,2499.86,0.0,0.0,organic,Houston,High price,2017
2017-01-01,1.76,1956.0,783.34,614.99,168.35,0.0,organic,Indianapolis,High price,2017
2017-01-01,1.24,3707.67,3421.54,910.0,2511.54,0.0,organic,Jacksonville,High price,2017
2017-01-01,1.36,9563.83,5615.41,5478.55,136.86,0.0,organic,LasVegas,High price,2017
2017-01-01,1.07,99950.32,55166.16,43159.57,12006.59,0.0,organic,LosAngeles,High price,2017
2017-01-01,1.59,1913.69,513.34,513.34,0.0,0.0,organic,Louisville,High price,2017
2017-01-01,1.21,5253.5,4942.72,1970.0,2972.72,0.0,organic,Miami,High price,2017
2017-01-01,1.72,72287.79,31029.83,29203.33,1826.5,0.0,organic,Midsouth,High price,2017
2017-01-01,1.53,3749.48,449.7,62.22,387.48,0.0,organic,Nashville,High price,2017
2017-01-01,1.3,2818.22,2680.71,1947.5,733.21,0.0,organic,NewOrleans,High price,2017
2017-01-01,2.06,39260.55,12057.71,11934.77,122.94,0.0,organic,NewYork,High price,2017
2017-01-01,2.0,115256.09,68924.04,65447.53,3476.51,0.0,organic,Northeast,High price,2017
2017-01-01,1.91,9214.09,9076.99,9076.99,0.0,0.0,organic,NorthernNewEngland,High price,2017
2017-01-01,1.28,5686.95,5102.21,2530.0,2572.21,0.0,organic,Orlando,High price,2017
2017-01-01,1.98,8600.66,3728.67,3703.42,25.25,0.0,organic,Philadelphia,High price,2017
2017-01-01,1.88,7740.98,2553.15,2547.83,5.32,0.0,organic,PhoenixTucson,High price,2017
2017-01-01,1.5,9725.08,8747.79,8432.66,315.13,0.0,organic,Pittsburgh,High price,2017
2017-01-01,1.62,47042.21,25882.95,17253.74,8629.21,0.0,organic,Plains,High price,2017
2017-01-01,0.99,31827.5,23976.58,173.02,23803.56,0.0,organic,Portland,Medium price,2017
2017-01-01,1.78,8038.22,4459.87,4271.94,187.93,0.0,organic,RaleighGreensboro,High price,2017
2017-01-01,1.62,4920.41,1895.76,1895.76,0.0,0.0,organic,RichmondNorfolk,High price,2017
2017-01-01,1.51,3969.98,1419.71,1257.08,162.63,0.0,organic,Roanoke,High price,2017
2017-01-01,2.24,5635.27,364.22,364.22,0.0,0.0,organic,Sacramento,High price,2017
2017-01-01,1.45,15752.25,5748.79,957.31,4791.48,0.0,organic,SanDiego,High price,2017
2017-01-01,2.54,19910.51,2189.29,2189.29,0.0,0.0,organic,SanFrancisco,High price,2017
2017-01-01,1.23,41381.43,29678.65,510.07,29168.58,0.0,organic,Seattle,High price,2017
2017-01-01,1.67,6866.1,3549.58,2687.3,862.28,0.0,organic,SouthCarolina,High price,2017
2017-01-01,1.23,66616.54,39327.05,37358.81,1968.24,0.0,organic,SouthCentral,High price,2017
2017-01-01,1.43,49777.56,35427.37,15637.05,19790.32,0.0,organic,Southeast,High price,2017
2017-01-01,1.21,2869.96,2055.47,7.92,2047.55,0.0,organic,Spokane,High price,2017
2017-01-01,1.46,5850.8,3774.01,716.11,3057.9,0.0,organic,StLouis,High price,2017
2017-01-01,1.7,1811.03,1761.9,1263.57,498.33,0.0,organic,Syracuse,High price,2017
2017-01-01,1.22,5905.05,5581.06,3530.0,2051.06,0.0,organic,Tampa,High price,2017
2017-01-01,1.48,808971.88,431395.75,273456.0,157939.75,0.0,organic,TotalUS,High price,2017
2017-01-01,1.19,189700.7,133122.73,33998.5,99124.23,0.0,organic,West,High price,2017
2017-01-01,1.28,15307.87,10968.89,10815.88,153.01,0.0,organic,WestTexNewMexico,High price,2017
2017-01-08,1.94,2229.52,1687.75,1687.75,0.0,0.0,organic,Albany,High price,2017
2017-01-08,1.74,8244.17,1471.6,0.0,1471.6,0.0,organic,Atlanta,High price,2017
2017-01-08,1.85,17989.43,8539.96,8534.42,5.54,0.0,organic,BaltimoreWashington,High price,2017
2017-01-08,1.04,4137.35,3549.27,632.37,2916.9,0.0,organic,Boise,High price,2017
2017-01-08,1.95,17555.2,16412.77,15137.23,1275.54,0.0,organic,Boston,High price,2017
2017-01-08,1.73,3247.37,3058.95,2000.75,1058.2,0.0,organic,BuffaloRochester,High price,2017
2017-01-08,1.5,177777.4,74537.64,69842.47,4695.17,0.0,organic,California,High price,2017
2017-01-08,1.49,11737.62,6425.42,5971.02,454.4,0.0,organic,Charlotte,High price,2017
2017-01-08,1.81,28099.34,4135.27,4135.27,0.0,0.0,organic,Chicago,High price,2017
2017-01-08,1.07,12346.01,5220.81,654.36,4566.45,0.0,organic,CincinnatiDayton,High price,2017
2017-01-08,1.56,4991.69,2279.73,2139.81,139.92,0.0,organic,Columbus,High price,2017
2017-01-08,1.02,24031.65,18036.79,17898.83,137.96,0.0,organic,DallasFtWorth,High price,2017
2017-01-08,0.8,39403.42,28989.84,3473.4,25516.44,0.0,organic,Denver,Medium price,2017
2017-01-08,1.74,8156.07,1656.68,973.89,682.79,0.0,organic,Detroit,High price,2017
2017-01-08,1.52,2650.61,550.0,550.0,0.0,0.0,organic,GrandRapids,High price,2017
